source_md,link,resolved_path,exists
docs/current/technical/architecture.md,file:///Users/Arief/Desktop/378x492/master_plan.md#37-electron-desktop-application-architecture,docs/current/technical/file:/Users/Arief/Desktop/378x492/master_plan.md,NO
docs/current/technical/architecture.md,file:///Users/Arief/Desktop/378x492/task_registry.md,docs/current/technical/file:/Users/Arief/Desktop/378x492/task_registry.md,NO
docs/current/technical/architecture.md,file:///Users/Arief/Desktop/378x492/orchestration_plan.md#🖥️-electron-integration-new-priority,docs/current/technical/file:/Users/Arief/Desktop/378x492/orchestration_plan.md,NO
docs/current/technical/architecture.md,finesse-enhancements.md,docs/current/technical/finesse-enhancements.md,NO
docs/deployment/orchestration_plan_archived.md,master_plan.md,docs/deployment/master_plan.md,NO
docs/deployment/orchestration_plan_archived.md,master_todo.md,docs/deployment/master_todo.md,NO
docs/deployment/orchestration_plan_archived.md,task_registry.md,docs/deployment/task_registry.md,NO
docs/deployment/orchestration_plan_archived.md,testing_strategy.md,docs/deployment/testing_strategy.md,NO
docs/deployment/orchestration_plan_archived.md,docs/DOCUMENTATION_INDEX.md,docs/DOCUMENTATION_INDEX.md,YES
docs/deployment/orchestration_plan_archived.md,docs/user-guides/,docs/deployment/docs/user-guides,NO
docs/deployment/orchestration_plan_archived.md,docs/deployment/,docs/deployment,YES
docs/deployment/orchestration_plan_archived.md,docs/API.md,docs/deployment/docs/API.md,NO
docs/deployment/orchestration_plan_archived.md,docs/TROUBLESHOOTING.md,docs/deployment/docs/TROUBLESHOOTING.md,NO
docs/deployment/orchestration_plan_archived.md,task_registry.md,docs/deployment/task_registry.md,NO
docs/deployment/orchestration_plan_archived.md,task_registry.md,docs/deployment/task_registry.md,NO
docs/deployment/orchestration_plan_archived.md,task_registry.md,docs/deployment/task_registry.md,NO
docs/deployment/orchestration_plan_archived.md,task_registry.md,docs/deployment/task_registry.md,NO
docs/deployment/orchestration_plan_archived.md,master_plan.md#37-electron-desktop-application-architecture,docs/deployment/master_plan.md,NO
docs/developers/README.md,setup.md,docs/developers/setup.md,NO
docs/developers/README.md,architecture.md,docs/developers/architecture.md,NO
docs/developers/README.md,electron.md,docs/developers/electron.md,NO
docs/developers/README.md,../api/README.md,docs/api/README.md,NO
docs/developers/README.md,../api/README.md,docs/api/README.md,NO
docs/developers/README.md,electron.md,docs/developers/electron.md,NO
docs/developers/README.md,hardware-security.md,docs/developers/hardware-security.md,NO
